symbol,identifier,series,purpose,lastPrice,change,pChange,previousClose,finalQuantity,totalTurnover,marketCap,yearHigh,yearLow,iep
WELSPUNLIV,WELSPUNLIVEQN,EQ,,0,1.2,1.04,115.8,0,0,-,154.57,104.8,117.0
ADANIENT,ADANIENTEQN,EQ,,0,20.7,1.04,1999.2,0,0,-,2616.5,1848.0,2019.9
FACT,FACTEQN,EQ,,0,6.9,1.04,662.1,0,0,-,1112.0,565.0,669.0
MRPL,MRPLEQN,EQ,,0,1.97,1.04,190.03,0,0,-,212.31,108.29,192.0
RANEHOLDIN,RANEHOLDINEQN,EQ,,0,12.8,1.04,1226.2,0,0,-,1798.0,1151.8,1239.0
EIHAHOTELS,EIHAHOTELSEQN,EQ,,0,3.25,1.04,313.55,0,0,-,434.9,310.05,316.8
OSELDEVICE,OSELDEVICESMN,SM,,0,5.05,1.04,486.95,0,0,-,835.0,196.75,492.0
HIMATSEIDE,HIMATSEIDEEQN,EQ,,0,0.89,1.04,85.91,0,0,-,168.66,85.5,86.8
POLYPLEX,POLYPLEXEQN,EQ,,0,8.3,1.04,794.7,0,0,-,1398.0,774.0,803.0
BERGEPAINT,BERGEPAINTEQN,EQ,,0,4.5,1.04,434.2,0,0,-,605.0,421.15,438.7
FIVESTAR,FIVESTAREQN,EQ,,0,4.0,1.04,384.1,0,0,-,850.0,381.25,388.1
TECHM,TECHMEQN,EQ,,0,13.7,1.03,1336.3,0,0,-,1854.0,1209.4,1350.0
MOTILALOFS,MOTILALOFSEQN,EQ,,0,7.15,1.03,692.95,0,0,-,1097.1,513.0,700.1
CDSL,CDSLEQN,EQ,,0,12.5,1.03,1210.5,0,0,-,1828.9,1047.45,1223.0
FUSION,FUSIONEQN,EQ,,0,1.72,1.03,166.38,0,0,-,211.8,123.96,168.1
YESBANK,YESBANKEQN,EQ,,0,0.2,1.02,19.65,0,0,-,24.3,16.02,19.85
ICICIGI,ICICIGIEQN,EQ,,0,19.2,1.02,1889.7,0,0,-,2068.7,1658.0,1908.9
BHEL,BHELEQN,EQ,,0,2.6,1.02,255.4,0,0,-,305.9,188.0,258.0
HINDALCO,HINDALCOEQN,EQ,,0,9.65,1.02,945.35,0,0,-,1029.8,546.45,955.0
APOLLOTYRE,APOLLOTYREEQN,EQ,,0,4.4,1.02,430.6,0,0,-,540.5,375.0,435.0
SANDESH,SANDESHEQN,EQ,,0,9.45,1.01,937.45,0,0,-,1438.5,933.0,946.9
AFFLE,AFFLEEQN,EQ,,0,14.0,1.01,1391.0,0,0,-,2185.9,1246.0,1405.0
SCHAND,SCHANDEQN,EQ,,0,1.49,1.0,148.51,0,0,-,257.9,138.48,150.0
WINDLAS,WINDLASEQN,EQ,,0,7.3,1.0,731.5,0,0,-,1140.0,706.9,738.8
MANKIND,MANKINDEQN,EQ,,0,21.7,1.0,2163.3,0,0,-,2716.5,2012.3,2185.0
DALBHARAT,DALBHARATEQN,EQ,,0,18.4,1.0,1840.2,0,0,-,2496.3,1601.0,1858.6
SUKHJITS,SUKHJITSEQN,EQ,,0,1.7,0.99,171.2,0,0,-,235.0,143.61,172.9
AVALON,AVALONEQN,EQ,,0,9.0,0.99,904.8,0,0,-,1318.0,651.8,913.8
OLAELEC,OLAELECEQN,EQ,,0,0.23,0.99,23.27,0,0,-,71.25,23.01,23.5
NIACL,NIACLEQN,EQ,,0,1.33,0.99,134.77,0,0,-,214.74,131.9,136.1
RIIL,RIILEQN,EQ,,0,6.65,0.99,668.75,0,0,-,1047.9,654.5,675.4
AXISBANK,AXISBANKEQN,EQ,,0,12.7,0.99,1288.3,0,0,-,1418.3,999.2,1301.0
SAIL,SAILEQN,EQ,,0,1.48,0.99,149.52,0,0,-,168.21,101.13,151.0
TMB,TMBEQN,EQ,,0,5.9,0.99,593.9,0,0,-,721.0,401.0,599.8
OFSS,OFSSEQN,EQ,,0,66.5,0.99,6712.5,0,0,-,9950.0,6399.5,6779.0
COHANCE,COHANCEEQN,EQ,,0,2.8,0.99,282.55,0,0,-,1250.0,266.7,285.35
MARUTI,MARUTIEQN,EQ,,0,132.0,0.98,13508.0,0,0,-,17370.0,11059.45,13640.0
KSCL,KSCLEQN,EQ,,0,7.55,0.98,767.45,0,0,-,1602.0,705.1,775.0
FEDFINA,FEDFINAEQN,EQ,,0,1.18,0.98,120.82,0,0,-,178.48,80.0,122.0
EXICOM,EXICOMEQN,EQ,,0,0.82,0.97,84.28,0,0,-,208.65,83.1,85.1
BAJAJHFL,BAJAJHFLEQN,EQ,,0,0.8,0.97,82.9,0,0,-,136.96,81.51,83.7
SCHAEFFLER,SCHAEFFLEREQN,EQ,,0,40.4,0.97,4172.6,0,0,-,4467.7,2823.0,4213.0
CMSINFO,CMSINFOEQN,EQ,,0,2.85,0.97,295.15,0,0,-,541.15,288.5,298.0
KDDL,KDDLEQN,EQ,,0,22.5,0.97,2327.5,0,0,-,3351.0,2068.0,2350.0
NDTV,NDTVEQN,EQ,,0,0.74,0.97,76.26,0,0,-,141.23,75.61,77.0
URBANCO,URBANCOEQN,EQ,,0,1.04,0.97,107.41,0,0,-,201.18,100.7,108.45
KANSAINER,KANSAINEREQN,EQ,,0,1.77,0.96,185.33,0,0,-,271.18,180.25,187.1
NSIL,NSILEQN,EQ,,0,53.0,0.96,5547.0,0,0,-,8730.0,5105.05,5600.0
SMCGLOBAL,SMCGLOBALEQN,EQ,,0,0.66,0.96,68.44,0,0,-,94.9,50.5,69.1
GICRE,GICREEQN,EQ,,0,3.5,0.96,366.4,0,0,-,453.8,350.25,369.9
NATCOPHARM,NATCOPHARMEQN,EQ,,0,9.6,0.96,1002.7,0,0,-,1059.0,726.8,1012.3
COFORGE,COFORGEEQN,EQ,,0,11.2,0.96,1168.5,0,0,-,1994.0,1117.5,1179.7
MIRCELECTR,MIRCELECTREQN,EQ,,0,0.23,0.96,23.87,0,0,-,37.4,10.24,24.1
KAMOPAINTS,KAMOPAINTSEQN,EQ,,0,0.04,0.96,4.15,0,0,-,12.49,3.95,4.19
SHYAMMETL,SHYAMMETLEQN,EQ,,0,7.3,0.95,770.65,0,0,-,1001.0,745.0,777.95
HFCL,HFCLEQN,EQ,,0,0.65,0.95,68.4,0,0,-,93.96,59.82,69.05
ZUARI,ZUARIEQN,EQ,,0,1.88,0.95,196.92,0,0,-,393.55,173.35,198.8
ASTRAZEN,ASTRAZENEQN,EQ,,0,82.5,0.95,8667.5,0,0,-,10691.0,7201.15,8750.0
CUB,CUBEQN,EQ,,0,2.35,0.95,246.65,0,0,-,324.1,142.91,249.0
CEWATER,CEWATEREQN,EQ,,0,2.35,0.94,249.55,0,0,-,659.9,248.3,251.9
SBC,SBCEQN,EQ,,0,0.3,0.94,31.89,0,0,-,32.85,10.95,32.19
LATENTVIEW,LATENTVIEWEQN,EQ,,0,2.85,0.94,303.65,0,0,-,517.5,295.45,306.5
HPAL,HPALEQN,EQ,,0,0.31,0.94,32.84,0,0,-,57.55,32.28,33.15
GTPL,GTPLEQN,EQ,,0,0.56,0.93,60.54,0,0,-,133.4,55.01,61.1
GPIL,GPILEQN,EQ,,0,2.3,0.92,248.7,0,0,-,290.0,167.54,251.0
KPIL,KPILEQN,EQ,,0,9.9,0.91,1091.0,0,0,-,1335.6,786.3,1100.9
RELIGARE,RELIGAREEQN,EQ,,0,1.92,0.91,210.03,0,0,-,295.0,196.51,211.95
DIACABS,DIACABSEQN,EQ,,0,1.21,0.9,134.79,0,0,-,183.5,86.2,136.0
POWERMECH,POWERMECHEQN,EQ,,0,17.6,0.9,1952.4,0,0,-,3415.0,1931.2,1970.0
DCBBANK,DCBBANKEQN,EQ,,0,1.52,0.9,167.98,0,0,-,203.7,103.92,169.5
APOLLOHOSP,APOLLOHOSPEQN,EQ,,0,70.0,0.9,7779.0,0,0,-,8099.5,6002.0,7849.0
AUBANK,AUBANKEQN,EQ,,0,8.35,0.9,931.65,0,0,-,1039.2,478.35,940.0
SRF,SRFEQN,EQ,,0,22.6,0.89,2552.4,0,0,-,3325.0,2474.9,2575.0
WHEELS,WHEELSEQN,EQ,,0,8.2,0.89,917.0,0,0,-,978.5,567.9,925.2
SANGAMIND,SANGAMINDEQN,EQ,,0,3.75,0.89,421.5,0,0,-,524.0,319.2,425.25
UCOBANK,UCOBANKEQN,EQ,,0,0.23,0.88,26.17,0,0,-,38.76,25.81,26.4
ASTRAL,ASTRALEQN,EQ,,0,14.1,0.88,1605.9,0,0,-,1705.2,1232.3,1620.0
LAURUSLABS,LAURUSLABSEQN,EQ,,0,9.0,0.88,1021.0,0,0,-,1141.0,517.65,1030.0
NAUKRI,NAUKRIEQN,EQ,,0,8.6,0.88,979.3,0,0,-,1550.0,948.4,987.9
SHREEJISPG,SHREEJISPGEQN,EQ,,0,3.25,0.88,370.35,0,0,-,421.95,222.0,373.6
HINDZINC,HINDZINCEQN,EQ,,0,5.0,0.87,575.0,0,0,-,733.0,388.55,580.0
IGL,IGLEQN,EQ,,0,1.34,0.87,154.76,0,0,-,229.0,152.24,156.1
JSWSTEEL,JSWSTEELEQN,EQ,,0,10.3,0.86,1192.6,0,0,-,1284.7,905.2,1202.9
BTML,BTMLEQN,EQ,,0,0.06,0.86,6.94,0,0,-,10.5,6.57,7.0
INTERARCH,INTERARCHEQN,EQ,,0,14.9,0.86,1735.1,0,0,-,2762.6,1264.0,1750.0
NIRAJISPAT,NIRAJISPATBEN,BE,,0,2.0,0.86,233.0,0,0,-,612.5,155.0,235.0
GVPIL,GVPILBEN,BE,,0,3.8,0.86,442.15,0,0,-,552.05,205.25,445.95
KANORICHEM,KANORICHEMEQN,EQ,,0,0.53,0.85,62.37,0,0,-,101.75,60.0,62.9
DIFFNKG,DIFFNKGEQN,EQ,,0,2.15,0.85,252.85,0,0,-,418.2,231.85,255.0
ACE,ACEEQN,EQ,,0,7.15,0.84,848.85,0,0,-,1389.0,775.45,856.0
CANFINHOME,CANFINHOMEEQN,EQ,,0,6.85,0.84,813.15,0,0,-,971.5,595.5,820.0
CRAFTSMAN,CRAFTSMANEQN,EQ,,0,61.5,0.84,7287.5,0,0,-,8220.0,3700.0,7349.0
ICIL,ICILEQN,EQ,,0,2.1,0.83,252.9,0,0,-,351.35,213.55,255.0
TANLA,TANLAEQN,EQ,,0,3.6,0.83,433.4,0,0,-,766.0,412.0,437.0
MIDHANI,MIDHANIEQN,EQ,,0,2.8,0.83,337.2,0,0,-,469.0,233.0,340.0
SESHAPAPER,SESHAPAPEREQN,EQ,,0,2.15,0.83,258.35,0,0,-,318.0,211.59,260.5
SINDHUTRAD,SINDHUTRADEQN,EQ,,0,0.2,0.83,24.0,0,0,-,39.29,13.0,24.2
CASTROLIND,CASTROLINDEQN,EQ,,0,1.54,0.83,185.46,0,0,-,244.15,180.66,187.0
INDIGRID,INDIGRIDIVN,IV,,0,1.37,0.83,165.02,0,0,-,174.0,139.8,166.39
AMANTA,AMANTAEQN,EQ,,0,0.82,0.83,99.08,0,0,-,154.4,95.07,99.9
FDC,FDCEQN,EQ,,0,3.1,0.83,371.9,0,0,-,527.8,349.25,375.0
NITIRAJ,NITIRAJEQN,EQ,,0,1.8,0.82,218.2,0,0,-,421.6,169.99,220.0
RBLBANK,RBLBANKEQN,EQ,,0,2.45,0.82,297.9,0,0,-,340.4,152.59,300.35
FLFL,FLFLBZN,BZ,,0,0.01,0.82,1.22,0,0,-,2.24,1.12,1.23
CIEINDIA,CIEINDIAEQN,EQ,,0,3.65,0.82,447.05,0,0,-,526.0,356.75,450.7
INDIACEM,INDIACEMEQN,EQ,,0,3.0,0.82,368.0,0,0,-,485.8,253.0,371.0
GPPL,GPPLEQN,EQ,,0,1.29,0.82,157.61,0,0,-,200.09,127.74,158.9
RHIM,RHIMEQN,EQ,,0,3.1,0.81,381.6,0,0,-,547.9,377.0,384.7
TITAGARH,TITAGARHEQN,EQ,,0,5.3,0.81,654.7,0,0,-,974.35,637.7,660.0
REGAAL,REGAALEQN,EQ,,0,0.51,0.81,62.6,0,0,-,145.7,57.27,63.11
SBIN,SBINEQN,EQ,,0,8.8,0.8,1098.5,0,0,-,1234.7,719.05,1107.3
ZYDUSWELL,ZYDUSWELLEQN,EQ,,0,3.0,0.8,373.5,0,0,-,530.9,311.05,376.5
BALAMINES,BALAMINESEQN,EQ,,0,7.9,0.79,1003.6,0,0,-,1945.0,994.0,1011.5
BAYERCROP,BAYERCROPEQN,EQ,,0,35.1,0.79,4463.9,0,0,-,6511.0,4273.0,4499.0
MOREPENLAB,MOREPENLABEQN,EQ,,0,0.31,0.79,39.09,0,0,-,70.5,33.5,39.4
ZIMLAB,ZIMLABEQN,EQ,,0,0.53,0.79,67.47,0,0,-,127.0,65.0,68.0
GREENPOWER,GREENPOWEREQN,EQ,,0,0.07,0.79,8.86,0,0,-,15.81,8.69,8.93
JAINREC,JAINRECEQN,EQ,,0,3.35,0.79,421.95,0,0,-,461.0,247.57,425.3
DAVANGERE,DAVANGEREEQN,EQ,,0,0.03,0.78,3.86,0,0,-,5.5,3.03,3.89
TDPOWERSYS,TDPOWERSYSEQN,EQ,,0,6.6,0.78,845.4,0,0,-,933.0,318.25,852.0
SWARAJENG,SWARAJENGEQN,EQ,,0,26.4,0.78,3389.1,0,0,-,4720.0,2900.0,3415.5
KECL,KECLEQN,EQ,,0,0.63,0.78,80.57,0,0,-,151.92,75.47,81.2
DISHTV,DISHTVEQN,EQ,,0,0.02,0.78,2.55,0,0,-,6.7,2.53,2.57
ROHLTD,ROHLTDEQN,EQ,,0,2.5,0.77,323.7,0,0,-,593.4,318.0,326.2
DHARMAJ,DHARMAJEQN,EQ,,0,1.84,0.77,240.16,0,0,-,386.5,175.0,242.0
MAHSEAMLES,MAHSEAMLESEQN,EQ,,0,4.15,0.77,542.15,0,0,-,773.8,500.7,546.3
PARACABLES,PARACABLESEQN,EQ,,0,0.25,0.77,32.33,0,0,-,62.75,31.05,32.58
GRMOVER,GRMOVEREQN,EQ,,0,1.18,0.77,153.82,0,0,-,185.45,82.83,155.0
BIOCON,BIOCONEQN,EQ,,0,3.0,0.77,389.7,0,0,-,424.95,299.0,392.7
CHALET,CHALETEQN,EQ,,0,5.6,0.76,734.8,0,0,-,1082.0,727.0,740.4
ICICIAMC,ICICIAMCEQN,EQ,,0,22.0,0.76,2907.0,0,0,-,3193.0,2530.0,2929.0
FORTIS,FORTISEQN,EQ,,0,6.55,0.75,878.45,0,0,-,1104.3,595.6,885.0
KANANIIND,KANANIINDEQN,EQ,,0,0.01,0.75,1.34,0,0,-,2.72,1.3,1.35
ANANTAM,ANANTAMIVN,IV,,0,0.77,0.75,102.73,0,0,-,117.0,100.1,103.5
EIMCOELECO,EIMCOELECOEQN,EQ,,0,11.2,0.74,1523.8,0,0,-,3019.9,1301.0,1535.0
PITTIENG,PITTIENGEQN,EQ,,0,6.2,0.74,842.8,0,0,-,1121.95,675.0,849.0
PIXTRANS,PIXTRANSEQN,EQ,,0,10.5,0.74,1418.5,0,0,-,1799.6,1220.1,1429.0
CAPINVIT,CAPINVITIVN,IV,,0,0.51,0.73,69.49,0,0,-,94.48,68.02,70.0
RTNINDIA,RTNINDIAEQN,EQ,,0,0.18,0.73,24.82,0,0,-,69.7,24.4,25.0
HEMIPROP,HEMIPROPEQN,EQ,,0,0.98,0.73,134.92,0,0,-,190.69,111.03,135.9
BBTC,BBTCEQN,EQ,,0,11.3,0.73,1538.2,0,0,-,2155.0,1511.2,1549.5
PAKKA,PAKKAEQN,EQ,,0,0.59,0.73,81.26,0,0,-,226.78,78.06,81.85
OMNI,OMNIEQN,EQ,,0,1.39,0.73,190.61,0,0,-,224.7,176.25,192.0
EPACK,EPACKEQN,EQ,,0,1.68,0.72,234.47,0,0,-,421.35,216.5,236.15
JSWINFRA,JSWINFRAEQN,EQ,,0,1.9,0.72,263.1,0,0,-,349.0,243.0,265.0
PGIL,PGILEQN,EQ,,0,10.5,0.72,1465.6,0,0,-,1993.3,875.0,1476.1
EPL,EPLEQN,EQ,,0,1.39,0.72,192.96,0,0,-,254.0,175.28,194.35
ADVENZYMES,ADVENZYMESEQN,EQ,,0,2.1,0.72,291.0,0,0,-,366.25,259.0,293.1
ABB,ABBEQN,EQ,,0,42.5,0.71,5982.5,0,0,-,6260.0,4637.5,6025.0
BAJAJ-AUTO,BAJAJ-AUTOEQN,EQ,,0,67.0,0.71,9383.0,0,0,-,10187.0,7089.35,9450.0
AEROENTER,AEROENTEREQN,EQ,,0,0.5,0.71,70.3,0,0,-,113.9,69.33,70.8
KIRLOSENG,KIRLOSENGEQN,EQ,,0,10.2,0.7,1454.8,0,0,-,1530.0,578.5,1465.0
JISLJALEQS,JISLJALEQSEQN,EQ,,0,0.23,0.7,32.92,0,0,-,66.45,32.3,33.15
JWL,JWLEQN,EQ,,0,2.0,0.7,287.4,0,0,-,457.0,246.2,289.4
INGERRAND,INGERRANDEQN,EQ,,0,26.6,0.69,3873.4,0,0,-,4477.8,3063.3,3900.0
GKSL,GKSLEQN,EQ,,0,0.75,0.69,108.6,0,0,-,123.0,98.36,109.35
MMP,MMPEQN,EQ,,0,1.52,0.68,223.48,0,0,-,318.0,218.0,225.0
PNBHOUSING,PNBHOUSINGEQN,EQ,,0,5.1,0.68,755.5,0,0,-,1141.9,729.6,760.6
BALUFORGE,BALUFORGEEQN,EQ,,0,3.1,0.68,452.9,0,0,-,784.0,341.05,456.0
GOODLUCK,GOODLUCKEQN,EQ,,0,7.1,0.68,1043.9,0,0,-,1349.0,592.2,1051.0
BANKBARODA,BANKBARODAEQN,EQ,,0,1.95,0.68,288.05,0,0,-,325.5,201.11,290.0
TATACONSUM,TATACONSUMEQN,EQ,,0,7.5,0.68,1102.5,0,0,-,1220.9,930.1,1110.0
AMBUJACEM,AMBUJACEMEQN,EQ,,0,3.05,0.67,451.95,0,0,-,624.95,443.25,455.0
BOROLTD,BOROLTDEQN,EQ,,0,1.51,0.67,225.38,0,0,-,397.95,214.5,226.89
BUTTERFLY,BUTTERFLYEQN,EQ,,0,3.9,0.67,585.1,0,0,-,829.9,551.0,589.0
KIRLOSBROS,KIRLOSBROSEQN,EQ,,0,10.5,0.67,1570.5,0,0,-,2475.0,1430.0,1581.0
TCPLPACK,TCPLPACKEQN,EQ,,0,16.6,0.66,2532.4,0,0,-,4900.0,2492.5,2549.0
EXCELINDUS,EXCELINDUSEQN,EQ,,0,5.8,0.66,876.9,0,0,-,1440.0,833.05,882.7
ARSSBL,ARSSBLEQN,EQ,,0,3.05,0.66,459.55,0,0,-,794.85,431.0,462.6
PROTEAN,PROTEANEQN,EQ,,0,3.45,0.65,531.45,0,0,-,1484.5,522.9,534.9
FILATEX,FILATEXEQN,EQ,,0,0.26,0.65,39.94,0,0,-,66.1,34.0,40.2
ZENTEC,ZENTECEQN,EQ,,0,9.3,0.65,1440.7,0,0,-,2268.0,1118.0,1450.0
WELCORP,WELCORPEQN,EQ,,0,5.05,0.65,779.95,0,0,-,994.0,664.3,785.0
CELLO,CELLOEQN,EQ,,0,2.55,0.65,394.45,0,0,-,673.8,385.0,397.0
EMIL,EMILEQN,EQ,,0,0.58,0.65,89.92,0,0,-,168.5,84.9,90.5
SAMBHV,SAMBHVEQN,EQ,,0,0.58,0.65,89.52,0,0,-,149.4,81.42,90.1
SAAKSHI,SAAKSHISMN,SM,,0,1.15,0.64,178.8,0,0,-,217.7,118.0,179.95
MAITHANALL,MAITHANALLEQN,EQ,,0,5.9,0.64,928.1,0,0,-,1264.0,835.25,934.0
NOCIL,NOCILEQN,EQ,,0,0.84,0.64,131.51,0,0,-,211.0,125.31,132.35
VEEDOL,VEEDOLEQN,EQ,,0,8.3,0.64,1300.5,0,0,-,2035.0,1279.0,1308.8
AURIONPRO,AURIONPROEQN,EQ,,0,5.4,0.64,849.6,0,0,-,1665.9,830.0,855.0
IPL,IPLEQN,EQ,,0,0.94,0.63,149.71,0,0,-,245.84,123.11,150.65
SUPRAJIT,SUPRAJITEQN,EQ,,0,2.6,0.63,412.4,0,0,-,517.65,350.0,415.0
MTNL,MTNLEQN,EQ,,0,0.16,0.63,25.34,0,0,-,58.2,25.21,25.5
ANANDRATHI,ANANDRATHIEQN,EQ,,0,20.0,0.63,3151.0,0,0,-,3321.4,1594.0,3171.0
WSTCSTPAPR,WSTCSTPAPREQN,EQ,,0,2.4,0.63,381.3,0,0,-,583.0,375.0,383.7
NUVOCO,NUVOCOEQN,EQ,,0,1.8,0.63,284.2,0,0,-,477.5,280.3,286.0
PNBGILTS,PNBGILTSEQN,EQ,,0,0.47,0.62,75.38,0,0,-,119.8,74.25,75.85
AZAD,AZADEQN,EQ,,0,9.9,0.62,1605.5,0,0,-,1899.0,1159.45,1615.4
GEEKAYWIRE,GEEKAYWIREEQN,EQ,,0,0.13,0.61,21.16,0,0,-,42.98,20.5,21.29
NIITLTD,NIITLTDEQN,EQ,,0,0.38,0.61,62.37,0,0,-,150.75,60.9,62.75
JASH,JASHEQN,EQ,,0,2.25,0.61,370.5,0,0,-,698.95,351.1,372.75
TVSMOTOR,TVSMOTOREQN,EQ,,0,22.2,0.61,3627.8,0,0,-,3970.0,2218.8,3650.0
ONEPOINT,ONEPOINTEQN,EQ,,0,0.28,0.61,46.22,0,0,-,69.99,41.01,46.5
BHARATRAS,BHARATRASEQN,EQ,,0,8.0,0.6,1343.0,0,0,-,3000.0,1330.0,1351.0
SALZERELEC,SALZERELECEQN,EQ,,0,3.45,0.6,571.9,0,0,-,1167.55,528.0,575.35
FINOPB,FINOPBEQN,EQ,,0,1.05,0.6,174.4,0,0,-,339.0,165.01,175.45
JAYNECOIND,JAYNECOINDEQN,EQ,,0,0.43,0.6,71.52,0,0,-,94.3,28.8,71.95
KPRMILL,KPRMILLEQN,EQ,,0,4.95,0.6,831.55,0,0,-,1389.0,804.05,836.5
KRSNAA,KRSNAAEQN,EQ,,0,3.5,0.6,588.1,0,0,-,894.4,579.15,591.6
SANOFICONR,SANOFICONREQN,EQ,,0,26.3,0.59,4423.7,0,0,-,5894.5,3975.0,4450.0
BASML,BASMLEQN,EQ,,0,0.12,0.59,20.18,0,0,-,38.2,19.81,20.3
PRAKASH,PRAKASHEQN,EQ,,0,0.7,0.59,119.25,0,0,-,190.9,110.24,119.95
SUBROS,SUBROSEQN,EQ,,0,4.1,0.59,692.55,0,0,-,1213.7,518.0,696.65
POKARNA,POKARNAEQN,EQ,,0,5.1,0.59,871.05,0,0,-,1358.0,692.6,876.15
VENKEYS,VENKEYSEQN,EQ,,0,7.4,0.59,1263.6,0,0,-,1768.0,1246.4,1271.0
AJMERA,AJMERAEQN,EQ,,0,0.7,0.58,119.85,0,0,-,221.4,113.26,120.55
ORIENTCEM,ORIENTCEMEQN,EQ,,0,0.81,0.58,140.04,0,0,-,362.4,138.0,140.85
PRECWIRE,PRECWIREEQN,EQ,,0,1.95,0.58,334.05,0,0,-,342.4,118.0,336.0
RUBICON,RUBICONEQN,EQ,,0,4.5,0.58,770.5,0,0,-,822.0,570.75,775.0
LLOYDSME,LLOYDSMEEQN,EQ,,0,6.7,0.58,1162.3,0,0,-,1612.0,1015.0,1169.0
AXITA,AXITABEN,BE,,0,0.05,0.58,8.65,0,0,-,12.2,7.26,8.7
NAVKARCORP,NAVKARCORPEQN,EQ,,0,0.49,0.57,86.56,0,0,-,140.2,80.54,87.05
EKC,EKCEQN,EQ,,0,0.58,0.57,102.42,0,0,-,156.79,100.11,103.0
IEX,IEXEQN,EQ,,0,0.69,0.57,120.26,0,0,-,215.4,117.5,120.95
GFLLIMITED,GFLLIMITEDEQN,EQ,,0,0.24,0.56,42.71,0,0,-,81.0,41.25,42.95
POLICYBZR,POLICYBZREQN,EQ,,0,8.0,0.56,1430.0,0,0,-,1978.0,1311.35,1438.0
MAMATA,MAMATAEQN,EQ,,0,2.15,0.56,386.85,0,0,-,541.0,311.55,389.0
GLENMARK,GLENMARKEQN,EQ,,0,11.9,0.56,2117.6,0,0,-,2284.8,1336.0,2129.5
TATAPOWER,TATAPOWEREQN,EQ,,0,2.1,0.56,372.9,0,0,-,416.8,335.0,375.0
INDIANHUME,INDIANHUMEEQN,EQ,,0,1.7,0.56,303.65,0,0,-,479.0,294.1,305.35
BRNL,BRNLEQN,EQ,,0,0.1,0.56,17.8,0,0,-,38.14,17.21,17.9
TATACAP,TATACAPEQN,EQ,,0,1.75,0.56,311.2,0,0,-,367.3,309.0,312.95
KSL,KSLEQN,EQ,,0,3.8,0.55,697.2,0,0,-,988.8,660.2,701.0
CHEMCON,CHEMCONEQN,EQ,,0,0.84,0.55,153.16,0,0,-,295.0,150.97,154.0
ZEEL,ZEELEQN,EQ,,0,0.44,0.55,80.05,0,0,-,151.7,78.4,80.49
DIVISLAB,DIVISLABEQN,EQ,,0,34.5,0.55,6330.0,0,0,-,7071.5,4955.0,6364.5
CHOLAHLDNG,CHOLAHLDNGEQN,EQ,,0,8.4,0.55,1531.6,0,0,-,2231.6,1357.35,1540.0
TATATECH,TATATECHEQN,EQ,,0,3.05,0.54,566.1,0,0,-,797.0,558.8,569.15
LIKHITHA,LIKHITHAEQN,EQ,,0,0.78,0.54,143.82,0,0,-,324.0,142.5,144.6
PTC,PTCEQN,EQ,,0,0.83,0.54,153.72,0,0,-,207.0,143.01,154.55
JKPAPER,JKPAPEREQN,EQ,,0,1.75,0.54,327.05,0,0,-,444.8,287.7,328.8
SIS,SISEQN,EQ,,0,1.55,0.54,286.15,0,0,-,401.85,284.05,287.7
PGINVIT,PGINVITIVN,IV,,0,0.49,0.54,91.0,0,0,-,98.19,74.96,91.49
KOLTEPATIL,KOLTEPATILEQN,EQ,,0,1.75,0.54,325.25,0,0,-,497.55,281.55,327.0
SOTL,SOTLEQN,EQ,,0,1.85,0.54,345.05,0,0,-,477.65,332.55,346.9
IBULLSLTD,IBULLSLTDEQN,EQ,,0,0.05,0.54,9.25,0,0,-,21.25,8.9,9.3
ALLTIME,ALLTIMEEQN,EQ,,0,1.13,0.54,208.88,0,0,-,334.9,205.5,210.01
INSECTICID,INSECTICIDEQN,EQ,,0,3.15,0.53,599.85,0,0,-,1098.0,570.0,603.0
DODLA,DODLAEQN,EQ,,0,5.5,0.53,1040.0,0,0,-,1525.0,968.95,1045.5
EMUDHRA,EMUDHRAEQN,EQ,,0,2.2,0.53,415.1,0,0,-,894.1,400.0,417.3
SRHHYPOLTD,SRHHYPOLTDEQN,EQ,,0,2.25,0.53,422.75,0,0,-,716.5,415.25,425.0
M&MFIN,M&MFINEQN,EQ,,0,1.85,0.53,347.85,0,0,-,412.2,231.02,349.7
PSPPROJECT,PSPPROJECTEQN,EQ,,0,3.65,0.53,684.95,0,0,-,1029.9,620.75,688.6
GANECOS,GANECOSEQN,EQ,,0,3.75,0.53,705.35,0,0,-,1742.3,653.55,709.1
DECCANCE,DECCANCEEQN,EQ,,0,3.5,0.53,656.5,0,0,-,1164.9,600.1,660.0
APLLTD,APLLTDEQN,EQ,,0,3.75,0.53,705.65,0,0,-,1107.9,682.0,709.4
AAVAS,AAVASEQN,EQ,,0,6.3,0.53,1199.6,0,0,-,2234.0,1152.1,1205.9
MUTHOOTCAP,MUTHOOTCAPEQN,EQ,,0,1.02,0.53,191.88,0,0,-,366.3,187.0,192.9
ASAL,ASALEQN,EQ,,0,2.3,0.53,437.7,0,0,-,654.65,393.6,440.0
GODREJCP,GODREJCPEQN,EQ,,0,5.7,0.53,1080.3,0,0,-,1309.0,1020.35,1086.0
BORANA,BORANABEN,BE,,0,2.1,0.53,397.9,0,0,-,420.0,211.0,400.0
HATSUN,HATSUNEQN,EQ,,0,4.8,0.53,908.9,0,0,-,1179.0,855.3,913.7
LGBBROSLTD,LGBBROSLTDEQN,EQ,,0,9.3,0.52,1772.1,0,0,-,2048.0,1081.0,1781.4
