symbol,identifier,series,purpose,lastPrice,change,pChange,previousClose,finalQuantity,totalTurnover,marketCap,yearHigh,yearLow,iep
ARTEMISMED,ARTEMISMEDEQN,EQ,,0,3.81,1.68,226.18,0,0,-,306.15,210.06,229.99
HIKAL,HIKALEQN,EQ,,0,2.92,1.68,173.96,0,0,-,456.75,171.25,176.88
JAICORPLTD,JAICORPLTDEQN,EQ,,0,1.62,1.68,96.38,0,0,-,178.24,81.49,98.0
ADANIPORTS,ADANIPORTSEQN,EQ,,0,23.7,1.67,1421.3,0,0,-,1584.0,1041.5,1445.0
BEL,BELEQN,EQ,,0,7.65,1.67,457.35,0,0,-,473.45,256.2,465.0
NDL,NDLEQN,EQ,,0,0.04,1.66,2.41,0,0,-,4.42,2.37,2.45
MCX,MCXEQN,EQ,,0,42.9,1.66,2577.1,0,0,-,2705.0,881.63,2620.0
JINDALPOLY,JINDALPOLYEQN,EQ,,0,13.5,1.66,812.85,0,0,-,845.15,365.0,826.35
ANANTRAJ,ANANTRAJEQN,EQ,,0,7.8,1.65,473.2,0,0,-,743.65,376.15,481.0
V2RETAIL,V2RETAILEQN,EQ,,0,31.5,1.65,1908.3,0,0,-,2564.1,1576.3,1939.8
RTNPOWER,RTNPOWEREQN,EQ,,0,0.13,1.65,7.87,0,0,-,16.92,7.66,8.0
VOLTAS,VOLTASEQN,EQ,,0,23.5,1.64,1436.5,0,0,-,1582.5,1190.0,1460.0
SJVN,SJVNEQN,EQ,,0,1.13,1.64,68.97,0,0,-,107.5,67.85,70.1
TRENT,TRENTEQN,EQ,,0,60.6,1.64,3689.4,0,0,-,6261.0,3580.0,3750.0
UNIONBANK,UNIONBANKEQN,EQ,,0,2.94,1.64,179.06,0,0,-,205.49,112.17,182.0
ROSSELLIND,ROSSELLINDEQN,EQ,,0,0.74,1.64,45.25,0,0,-,87.1,40.0,45.99
GARUDA,GARUDAEQN,EQ,,0,2.7,1.63,165.3,0,0,-,249.3,87.5,168.0
SNOWMAN,SNOWMANEQN,EQ,,0,0.59,1.63,36.21,0,0,-,64.4,34.0,36.8
DELTACORP,DELTACORPEQN,EQ,,0,0.9,1.63,55.11,0,0,-,98.8,54.75,56.01
DATAPATTNS,DATAPATTNSEQN,EQ,,0,56.8,1.63,3493.2,0,0,-,3609.5,1392.25,3550.0
EUREKAFORB,EUREKAFORBEQN,EQ,,0,6.9,1.62,425.9,0,0,-,668.3,403.2,432.8
NFL,NFLEQN,EQ,,0,1.13,1.62,69.87,0,0,-,112.2,69.4,71.0
SONATSOFTW,SONATSOFTWEQN,EQ,,0,4.0,1.62,247.0,0,0,-,464.2,238.45,251.0
PARKHOSPS,PARKHOSPSEQN,EQ,,0,3.26,1.62,201.74,0,0,-,205.55,138.1,205.0
DCXINDIA,DCXINDIAEQN,EQ,,0,3.15,1.61,196.05,0,0,-,363.75,153.6,199.2
MAXHEALTH,MAXHEALTHEQN,EQ,,0,16.8,1.61,1041.5,0,0,-,1314.3,933.8,1058.3
JUBLINGREA,JUBLINGREAEQN,EQ,,0,8.7,1.61,541.3,0,0,-,851.8,535.2,550.0
INDOTHAI,INDOTHAIEQN,EQ,,0,4.2,1.61,260.3,0,0,-,466.35,143.65,264.5
LENSKART,LENSKARTEQN,EQ,,0,8.15,1.61,506.75,0,0,-,541.8,356.1,514.9
PIRAMALFIN,PIRAMALFINEQN,EQ,,0,28.4,1.61,1759.6,0,0,-,1954.5,1260.0,1788.0
MWL,MWLEQN,EQ,,0,4.1,1.61,253.9,0,0,-,295.95,140.0,258.0
MFSL,MFSLEQN,EQ,,0,27.4,1.6,1707.6,0,0,-,1892.5,950.0,1735.0
KIOCL,KIOCLEQN,EQ,,0,4.9,1.6,306.1,0,0,-,634.55,209.84,311.0
IRCON,IRCONEQN,EQ,,0,2.21,1.59,138.89,0,0,-,225.52,130.0,141.1
NETWEB,NETWEBEQN,EQ,,0,51.0,1.59,3199.5,0,0,-,4479.0,1251.55,3250.5
STCINDIA,STCINDIAEQN,EQ,,0,1.71,1.59,107.29,0,0,-,168.45,104.11,109.0
GKENERGY,GKENERGYEQN,EQ,,0,1.6,1.59,100.4,0,0,-,239.6,96.01,102.0
AJAXENGG,AJAXENGGEQN,EQ,,0,7.5,1.57,477.8,0,0,-,756.2,465.0,485.3
CENTUM,CENTUMEQN,EQ,,0,43.6,1.57,2776.4,0,0,-,3044.0,1145.0,2820.0
HIRECT,HIRECTEQN,EQ,,0,22.3,1.57,1418.6,0,0,-,2108.5,799.0,1440.9
DCW,DCWEQN,EQ,,0,0.64,1.57,40.76,0,0,-,90.36,40.16,41.4
TATASTEEL,TATASTEELEQN,EQ,,0,2.99,1.57,191.01,0,0,-,216.45,125.3,194.0
INDUSINDBK,INDUSINDBKEQN,EQ,,0,13.8,1.57,881.2,0,0,-,968.85,606.0,895.0
SKIPPER,SKIPPEREQN,EQ,,0,5.2,1.57,330.4,0,0,-,588.0,327.05,335.6
APOLLO,APOLLOEQN,EQ,,0,3.3,1.57,209.7,0,0,-,354.7,105.3,213.0
ORIENTTECH,ORIENTTECHEQN,EQ,,0,4.05,1.56,258.95,0,0,-,466.73,254.0,263.0
SUVEN,SUVENEQN,EQ,,0,2.12,1.56,135.88,0,0,-,299.99,112.51,138.0
PARADEEP,PARADEEPEQN,EQ,,0,1.61,1.56,103.19,0,0,-,234.39,88.61,104.8
BSE,BSEEQN,EQ,,0,43.1,1.56,2768.9,0,0,-,3227.0,1227.33,2812.0
RAMANEWS,RAMANEWSEQN,EQ,,0,0.54,1.56,34.56,0,0,-,44.78,22.61,35.1
RADIANTCMS,RADIANTCMSEQN,EQ,,0,0.57,1.56,36.53,0,0,-,73.8,34.73,37.1
ITC,ITCEQN,EQ,,0,4.75,1.55,306.0,0,0,-,444.2,302.0,310.75
JSL,JSLEQN,EQ,,0,11.0,1.55,709.0,0,0,-,884.0,496.6,720.0
VIKASECO,VIKASECOEQN,EQ,,0,0.02,1.54,1.3,0,0,-,2.78,1.27,1.32
BHARATCOAL,BHARATCOALEQN,EQ,,0,0.5,1.54,32.4,0,0,-,45.09,31.16,32.9
YATHARTH,YATHARTHEQN,EQ,,0,10.2,1.53,664.8,0,0,-,843.7,360.05,675.0
IREDA,IREDAEQN,EQ,,0,1.75,1.53,114.35,0,0,-,186.58,112.07,116.1
UTTAMSUGAR,UTTAMSUGAREQN,EQ,,0,2.99,1.52,196.91,0,0,-,330.45,180.0,199.9
SARVESHWAR,SARVESHWAREQN,EQ,,0,0.05,1.52,3.3,0,0,-,9.0,3.29,3.35
TMPV,TMPVEQN,EQ,,0,5.05,1.52,332.0,0,0,-,744.0,328.65,337.05
SHRINGARMS,SHRINGARMSEQN,EQ,,0,3.06,1.52,200.94,0,0,-,266.5,177.51,204.0
KFINTECH,KFINTECHEQN,EQ,,0,13.75,1.51,910.25,0,0,-,1388.5,828.8,924.0
ORKLAINDIA,ORKLAINDIAEQN,EQ,,0,8.4,1.51,555.6,0,0,-,760.0,533.25,564.0
INDGN,INDGNEQN,EQ,,0,6.85,1.51,452.15,0,0,-,632.9,445.25,459.0
FLUOROCHEM,FLUOROCHEMEQN,EQ,,0,49.8,1.51,3289.7,0,0,-,4083.55,2916.6,3339.5
INDOAMIN,INDOAMINEQN,EQ,,0,1.46,1.5,97.44,0,0,-,176.25,96.0,98.9
LUPIN,LUPINEQN,EQ,,0,34.6,1.5,2303.1,0,0,-,2369.5,1795.2,2337.7
PRUDENT,PRUDENTEQN,EQ,,0,32.7,1.5,2181.1,0,0,-,3098.0,1750.05,2213.8
WHIRLPOOL,WHIRLPOOLEQN,EQ,,0,12.95,1.49,871.85,0,0,-,1473.8,756.85,884.8
SIGACHI,SIGACHIEQN,EQ,,0,0.28,1.49,18.77,0,0,-,59.59,18.25,19.05
GRSE,GRSEEQN,EQ,,0,36.9,1.49,2471.1,0,0,-,3538.4,1282.7,2508.0
JINDALSAW,JINDALSAWEQN,EQ,,0,2.42,1.49,162.58,0,0,-,286.4,153.0,165.0
TNPETRO,TNPETROEQN,EQ,,0,1.22,1.49,81.68,0,0,-,129.89,63.66,82.9
SALONA,SALONAEQN,EQ,,0,4.0,1.49,268.0,0,0,-,318.8,221.0,272.0
STERTOOLS,STERTOOLSEQN,EQ,,0,2.9,1.49,195.1,0,0,-,393.45,190.83,198.0
CPPLUS,CPPLUSEQN,EQ,,0,24.4,1.49,1640.6,0,0,-,1759.0,1015.0,1665.0
TMCV,TMCVEQN,EQ,,0,6.7,1.49,448.3,0,0,-,509.0,306.3,455.0
CARRARO,CARRAROEQN,EQ,,0,7.05,1.48,474.95,0,0,-,614.5,253.15,482.0
IGIL,IGILEQN,EQ,,0,4.95,1.48,333.45,0,0,-,442.0,282.0,338.4
TAJGVK,TAJGVKEQN,EQ,,0,4.7,1.48,317.3,0,0,-,528.1,313.25,322.0
POLYCAB,POLYCABEQN,EQ,,0,121.5,1.48,8228.5,0,0,-,8722.0,4567.0,8350.0
BIKAJI,BIKAJIEQN,EQ,,0,8.95,1.48,605.85,0,0,-,818.7,594.5,614.8
RAMKY,RAMKYEQN,EQ,,0,6.65,1.47,452.35,0,0,-,705.0,403.35,459.0
IRFC,IRFCEQN,EQ,,0,1.43,1.47,97.57,0,0,-,148.95,95.27,99.0
SUZLON,SUZLONEQN,EQ,,0,0.58,1.46,39.62,0,0,-,74.3,38.19,40.2
DREDGECORP,DREDGECORPEQN,EQ,,0,13.7,1.45,944.8,0,0,-,1245.0,495.0,958.5
KARURVYSYA,KARURVYSYAEQN,EQ,,0,4.25,1.45,292.35,0,0,-,343.45,154.63,296.6
ESCORTS,ESCORTSEQN,EQ,,0,46.6,1.45,3203.4,0,0,-,4180.0,2776.4,3250.0
GOACARBON,GOACARBONEQN,EQ,,0,4.7,1.45,324.75,0,0,-,532.8,320.2,329.45
AJANTPHARM,AJANTPHARMEQN,EQ,,0,42.6,1.45,2936.4,0,0,-,3054.0,2327.3,2979.0
MIDWESTLTD,MIDWESTLTDEQN,EQ,,0,15.7,1.45,1084.3,0,0,-,1859.9,1048.5,1100.0
MIRZAINT,MIRZAINTEQN,EQ,,0,0.45,1.45,31.05,0,0,-,44.0,25.03,31.5
NIBL,NIBLEQN,EQ,,0,0.47,1.44,32.53,0,0,-,40.8,19.5,33.0
PRECAM,PRECAMEQN,EQ,,0,1.76,1.43,123.24,0,0,-,262.0,122.35,125.0
VALIANTORG,VALIANTORGEQN,EQ,,0,3.0,1.43,210.09,0,0,-,507.8,200.8,213.09
ANDHRAPAP,ANDHRAPAPEQN,EQ,,0,0.91,1.43,63.49,0,0,-,90.0,61.16,64.4
IMAGICAA,IMAGICAAEQN,EQ,,0,0.57,1.43,39.73,0,0,-,75.55,37.62,40.3
MMTC,MMTCEQN,EQ,,0,0.78,1.43,54.62,0,0,-,88.19,44.5,55.4
KSHINTL,KSHINTLEQN,EQ,,0,5.35,1.43,374.65,0,0,-,403.7,330.0,380.0
THELEELA,THELEELAEQN,EQ,,0,6.15,1.42,432.25,0,0,-,474.4,382.5,438.4
AUROPHARMA,AUROPHARMAEQN,EQ,,0,17.7,1.42,1247.3,0,0,-,1278.6,1010.0,1265.0
SHRIPISTON,SHRIPISTONEQN,EQ,,0,40.0,1.42,2811.0,0,0,-,3407.2,1662.55,2851.0
AARTIIND,AARTIINDEQN,EQ,,0,5.75,1.41,409.25,0,0,-,495.0,338.05,415.0
IDEA,IDEAEQN,EQ,,0,0.14,1.41,9.91,0,0,-,12.8,6.12,10.05
EIDPARRY,EIDPARRYEQN,EQ,,0,11.25,1.41,795.15,0,0,-,1246.8,670.55,806.4
KALYANKJIL,KALYANKJILEQN,EQ,,0,5.5,1.41,389.0,0,0,-,617.7,347.5,394.5
GRWRHITECH,GRWRHITECHEQN,EQ,,0,55.6,1.41,3929.4,0,0,-,4782.9,2317.35,3985.0
VIMTALABS,VIMTALABSEQN,EQ,,0,6.0,1.39,432.8,0,0,-,902.65,400.3,438.8
GREAVESCOT,GREAVESCOTEQN,EQ,,0,2.06,1.39,147.94,0,0,-,244.3,142.41,150.0
CHENNPETRO,CHENNPETROEQN,EQ,,0,13.05,1.39,936.95,0,0,-,1103.0,500.05,950.0
PIGL,PIGLEQN,EQ,,0,1.36,1.39,97.64,0,0,-,195.45,95.22,99.0
GRINDWELL,GRINDWELLEQN,EQ,,0,21.1,1.38,1524.4,0,0,-,1884.0,1448.6,1545.5
DEEPAKFERT,DEEPAKFERTEQN,EQ,,0,12.85,1.38,932.15,0,0,-,1778.6,901.2,945.0
MAZDOCK,MAZDOCKEQN,EQ,,0,33.0,1.38,2387.0,0,0,-,3775.0,2125.9,2420.0
INDNIPPON,INDNIPPONEQN,EQ,,0,10.65,1.38,772.35,0,0,-,1099.9,545.3,783.0
INFY,INFYEQN,EQ,,0,18.1,1.38,1315.0,0,0,-,1728.0,1264.1,1333.1
JTEKTINDIA,JTEKTINDIAEQN,EQ,,0,1.78,1.38,129.22,0,0,-,188.5,109.14,131.0
DYNAMIC,DYNAMICSMN,SM,,0,1.5,1.38,108.5,0,0,-,187.2,85.4,110.0
GODREJAGRO,GODREJAGROEQN,EQ,,0,8.25,1.37,601.75,0,0,-,876.35,506.1,610.0
CRIZAC,CRIZACEQN,EQ,,0,2.87,1.37,209.13,0,0,-,387.95,206.39,212.0
EIEL,EIELEQN,EQ,,0,1.86,1.36,137.14,0,0,-,306.4,134.71,139.0
VASCONEQ,VASCONEQEQN,EQ,,0,0.45,1.36,33.02,0,0,-,74.59,32.0,33.47
MSTCLTD,MSTCLTDEQN,EQ,,0,5.7,1.36,418.3,0,0,-,582.45,415.1,424.0
ANDHRSUGAR,ANDHRSUGAREQN,EQ,,0,0.99,1.36,73.01,0,0,-,86.7,65.1,74.0
HUDCO,HUDCOEQN,EQ,,0,2.36,1.36,174.14,0,0,-,253.73,167.44,176.5
GLAND,GLANDEQN,EQ,,0,22.5,1.34,1677.5,0,0,-,2131.0,1277.8,1700.0
HBLENGINE,HBLENGINEEQN,EQ,,0,8.65,1.33,650.95,0,0,-,1122.0,405.0,659.6
BAJAJCON,BAJAJCONEQN,EQ,,0,4.95,1.33,371.05,0,0,-,408.7,151.0,376.0
GUJGASLTD,GUJGASLTDEQN,EQ,,0,4.95,1.33,372.05,0,0,-,508.7,370.05,377.0
LAXMICOT,LAXMICOTBEN,BE,,0,0.18,1.33,13.57,0,0,-,33.0,12.16,13.75
ASTEC,ASTECEQN,EQ,,0,8.25,1.32,625.75,0,0,-,988.51,554.0,634.0
SYMPHONY,SYMPHONYEQN,EQ,,0,10.05,1.31,766.95,0,0,-,1347.9,730.55,777.0
FIRSTCRY,FIRSTCRYEQN,EQ,,0,2.76,1.31,211.24,0,0,-,438.7,207.05,214.0
HAPPSTMNDS,HAPPSTMNDSEQN,EQ,,0,4.45,1.31,340.55,0,0,-,708.0,330.2,345.0
ITDC,ITDCEQN,EQ,,0,6.1,1.31,464.05,0,0,-,712.8,460.0,470.15
IGCL,IGCLEQN,EQ,,0,0.82,1.31,62.81,0,0,-,122.0,61.31,63.63
BLS,BLSEQN,EQ,,0,3.2,1.3,246.0,0,0,-,428.6,242.6,249.2
BAJAJFINSV,BAJAJFINSVEQN,EQ,,0,24.0,1.3,1841.5,0,0,-,2195.0,1788.25,1865.5
BLUESTARCO,BLUESTARCOEQN,EQ,,0,24.4,1.3,1875.1,0,0,-,2269.8,1521.0,1899.5
PACEDIGITK,PACEDIGITKEQN,EQ,,0,2.0,1.3,154.11,0,0,-,231.95,153.05,156.11
HDBFS,HDBFSEQN,EQ,,0,8.5,1.3,651.5,0,0,-,891.9,642.0,660.0
FINCABLES,FINCABLESEQN,EQ,,0,12.5,1.3,962.5,0,0,-,1028.0,700.8,975.0
IDEAFORGE,IDEAFORGEEQN,EQ,,0,5.8,1.29,448.2,0,0,-,659.85,304.2,454.0
KIMS,KIMSEQN,EQ,,0,8.95,1.29,693.05,0,0,-,798.4,507.75,702.0
NMDC,NMDCEQN,EQ,,0,1.02,1.29,79.13,0,0,-,86.72,59.53,80.15
KOKUYOCMLN,KOKUYOCMLNEQN,EQ,,0,0.98,1.29,75.82,0,0,-,137.9,75.5,76.8
NUVAMA,NUVAMAEQN,EQ,,0,15.6,1.29,1208.4,0,0,-,1701.7,947.09,1224.0
SGFIN,SGFINEQN,EQ,,0,5.0,1.28,390.0,0,0,-,452.8,323.0,395.0
ITI,ITIEQN,EQ,,0,3.2,1.28,250.8,0,0,-,372.85,234.04,254.0
JYOTISTRUC,JYOTISTRUCEQN,EQ,,0,0.14,1.28,10.96,0,0,-,22.18,7.94,11.1
NCLIND,NCLINDEQN,EQ,,0,2.33,1.28,181.65,0,0,-,239.39,170.1,183.98
SWANCORP,SWANCORPEQN,EQ,,0,4.45,1.28,346.55,0,0,-,526.7,327.55,351.0
HCLTECH,HCLTECHEQN,EQ,,0,17.4,1.28,1358.6,0,0,-,1780.1,1302.75,1376.0
TINNARUBR,TINNARUBREQN,EQ,,0,8.3,1.28,646.7,0,0,-,1088.85,606.0,655.0
GANESHCP,GANESHCPEQN,EQ,,0,2.09,1.28,162.91,0,0,-,309.95,160.4,165.0
VMSTMT,VMSTMTEQN,EQ,,0,0.53,1.28,41.37,0,0,-,105.0,41.0,41.9
PFC,PFCEQN,EQ,,0,5.0,1.27,392.8,0,0,-,444.1,329.9,397.8
BALAJITELE,BALAJITELEEQN,EQ,,0,1.25,1.27,98.8,0,0,-,141.32,50.15,100.05
GANDHAR,GANDHAREQN,EQ,,0,1.62,1.27,127.43,0,0,-,184.42,120.56,129.05
HEROMOTOCO,HEROMOTOCOEQN,EQ,,0,69.0,1.26,5480.0,0,0,-,6388.5,3344.0,5549.0
AVANTEL,AVANTELEQN,EQ,,0,1.77,1.26,140.13,0,0,-,215.0,97.33,141.9
AVADHSUGAR,AVADHSUGAREQN,EQ,,0,5.05,1.26,399.95,0,0,-,584.25,306.05,405.0
HAL,HALEQN,EQ,,0,50.1,1.26,3989.9,0,0,-,5165.0,3355.0,4040.0
UTLSOLAR,UTLSOLAREQN,EQ,,0,2.24,1.26,178.26,0,0,-,230.99,172.0,180.5
CENTURYPLY,CENTURYPLYEQN,EQ,,0,8.55,1.26,679.25,0,0,-,859.0,650.0,687.8
TOTAL,TOTALEQN,EQ,,0,0.72,1.25,57.77,0,0,-,93.5,56.06,58.49
MSUMI,MSUMIEQN,EQ,,0,0.5,1.25,40.12,0,0,-,53.59,31.33,40.62
LODHA,LODHAEQN,EQ,,0,11.15,1.25,888.85,0,0,-,1531.0,850.45,900.0
EASEMYTRIP,EASEMYTRIPEQN,EQ,,0,0.09,1.25,7.21,0,0,-,14.02,6.12,7.3
AYE,AYEEQN,EQ,,0,1.4,1.25,111.6,0,0,-,149.69,108.0,113.0
ERIS,ERISEQN,EQ,,0,16.6,1.25,1328.4,0,0,-,1910.0,1097.2,1345.0
MANAPPURAM,MANAPPURAMEQN,EQ,,0,3.15,1.23,256.85,0,0,-,321.6,198.0,260.0
INDIANB,INDIANBEQN,EQ,,0,11.1,1.23,898.9,0,0,-,1000.0,478.0,910.0
RAYMONDREL,RAYMONDRELEQN,EQ,,0,4.65,1.23,379.05,0,0,-,1050.0,360.75,383.7
NCC,NCCEQN,EQ,,0,1.73,1.23,140.37,0,0,-,242.15,135.0,142.1
LICI,LICIEQN,EQ,,0,9.9,1.23,805.4,0,0,-,980.0,731.4,815.3
VMART,VMARTEQN,EQ,,0,6.25,1.22,510.75,0,0,-,945.0,497.3,517.0
METROBRAND,METROBRANDEQN,EQ,,0,11.6,1.22,953.4,0,0,-,1340.4,941.1,965.0
ATUL,ATULEQN,EQ,,0,75.0,1.22,6136.5,0,0,-,7788.0,4752.0,6211.5
PETRONET,PETRONETEQN,EQ,,0,3.4,1.22,278.55,0,0,-,326.5,263.5,281.95
AMBER,AMBEREQN,EQ,,0,89.5,1.22,7310.5,0,0,-,8626.0,5400.5,7400.0
HTMEDIA,HTMEDIAEQN,EQ,,0,0.25,1.22,20.55,0,0,-,28.64,15.1,20.8
SENORES,SENORESEQN,EQ,,0,9.0,1.21,741.0,0,0,-,876.5,440.3,750.0
USHAMART,USHAMARTEQN,EQ,,0,4.9,1.21,405.1,0,0,-,497.1,285.4,410.0
ASTRAMICRO,ASTRAMICROEQN,EQ,,0,12.2,1.21,1007.8,0,0,-,1195.9,615.1,1020.0
CGPOWER,CGPOWEREQN,EQ,,0,8.45,1.21,697.55,0,0,-,797.55,517.7,706.0
DEEDEV,DEEDEVEQN,EQ,,0,3.6,1.2,299.8,0,0,-,336.2,183.0,303.4
MPHASIS,MPHASISEQN,EQ,,0,26.3,1.2,2187.7,0,0,-,3037.2,2044.55,2214.0
VIVIANA,VIVIANASMN,SM,,0,7.6,1.2,633.4,0,0,-,1162.5,394.38,641.0
WAAREEENER,WAAREEENEREQN,EQ,,0,31.0,1.19,2599.0,0,0,-,3865.0,1863.0,2630.0
MEDICAMEQ,MEDICAMEQEQN,EQ,,0,3.4,1.19,286.6,0,0,-,544.0,280.4,290.0
PERSISTENT,PERSISTENTEQN,EQ,,0,56.9,1.19,4783.1,0,0,-,6599.0,4148.95,4840.0
LINDEINDIA,LINDEINDIAEQN,EQ,,0,78.0,1.19,6572.0,0,0,-,7870.0,5242.4,6650.0
ALPEXSOLAR,ALPEXSOLARSMN,SM,,0,8.3,1.18,704.3,0,0,-,1449.7,495.0,712.6
PVRINOX,PVRINOXEQN,EQ,,0,12.0,1.18,1018.0,0,0,-,1249.7,830.0,1030.0
BHANDARI,BHANDARIEQN,EQ,,0,0.03,1.18,2.54,0,0,-,5.82,2.53,2.57
ALEMBICLTD,ALEMBICLTDEQN,EQ,,0,1.01,1.18,85.39,0,0,-,125.54,84.05,86.4
CLEDUCATE,CLEDUCATEEQN,EQ,,0,0.58,1.16,49.92,0,0,-,120.8,35.48,50.5
AFFORDABLE,AFFORDABLEEQN,EQ,,0,1.98,1.16,170.02,0,0,-,534.4,157.53,172.0
CAPLIPOINT,CAPLIPOINTEQN,EQ,,0,19.3,1.16,1670.6,0,0,-,2395.0,1599.0,1689.9
ELECON,ELECONEQN,EQ,,0,4.7,1.16,405.45,0,0,-,716.25,361.5,410.15
AIIL,AIILEQN,EQ,,0,4.7,1.16,405.3,0,0,-,683.0,280.98,410.0
CENTRUM,CENTRUMEQN,EQ,,0,0.25,1.16,21.55,0,0,-,41.9,21.21,21.8
GRAVITA,GRAVITAEQN,EQ,,0,17.3,1.16,1496.7,0,0,-,2170.0,1379.65,1514.0
MEESHO,MEESHOEQN,EQ,,0,1.66,1.16,143.34,0,0,-,254.4,143.34,145.0
PWL,PWLEQN,EQ,,0,0.97,1.16,83.33,0,0,-,161.99,77.72,84.3
GAEL,GAELEQN,EQ,,0,1.5,1.15,130.5,0,0,-,149.11,100.5,132.0
SMSPHARMA,SMSPHARMAEQN,EQ,,0,4.4,1.15,383.7,0,0,-,403.0,186.62,388.1
ACI,ACIEQN,EQ,,0,6.1,1.15,531.2,0,0,-,727.6,480.0,537.3
NESTLEIND,NESTLEINDEQN,EQ,,0,14.2,1.15,1235.8,0,0,-,1340.4,1074.0,1250.0
VIPIND,VIPINDEQN,EQ,,0,4.05,1.14,354.15,0,0,-,492.3,248.35,358.2
MOSCHIP,MOSCHIPEQN,EQ,,0,1.92,1.14,168.08,0,0,-,288.45,129.98,170.0
PCJEWELLER,PCJEWELLEREQN,EQ,,0,0.1,1.14,8.78,0,0,-,19.65,8.64,8.88
IKIO,IKIOEQN,EQ,,0,1.5,1.14,132.0,0,0,-,304.0,131.0,133.5
THERMAX,THERMAXEQN,EQ,,0,35.0,1.14,3064.5,0,0,-,4091.8,2742.7,3099.5
LOTUSDEV,LOTUSDEVEQN,EQ,,0,1.36,1.14,119.64,0,0,-,218.49,112.49,121.0
SOBHA,SOBHAEQN,EQ,,0,14.5,1.13,1283.9,0,0,-,1732.5,1075.3,1298.4
WIPRO,WIPROEQN,EQ,,0,2.25,1.13,198.75,0,0,-,285.65,193.03,201.0
GALLANTT,GALLANTTEQN,EQ,,0,5.95,1.12,529.05,0,0,-,802.25,305.9,535.0
NRBBEARING,NRBBEARINGEQN,EQ,,0,2.85,1.12,255.05,0,0,-,313.25,195.0,257.9
ITCHOTELS,ITCHOTELSEQN,EQ,,0,1.84,1.12,164.16,0,0,-,261.62,160.45,166.0
CENTRALBK,CENTRALBKEQN,EQ,,0,0.4,1.12,35.78,0,0,-,47.3,32.75,36.18
IGPL,IGPLEQN,EQ,,0,3.7,1.12,329.4,0,0,-,519.8,315.0,333.1
HARIOMPIPE,HARIOMPIPEEQN,EQ,,0,3.75,1.12,334.25,0,0,-,572.2,320.35,338.0
SIRCA,SIRCAEQN,EQ,,0,4.8,1.11,432.55,0,0,-,539.0,230.69,437.35
DCAL,DCALEQN,EQ,,0,1.76,1.11,158.25,0,0,-,321.95,154.47,160.01
SUNCLAY,SUNCLAYEQN,EQ,,0,14.3,1.11,1285.7,0,0,-,2538.1,1112.8,1300.0
NILAINFRA,NILAINFRAEQN,EQ,,0,0.08,1.11,7.22,0,0,-,13.78,6.75,7.3
TECHNOE,TECHNOEEQN,EQ,,0,12.0,1.11,1077.0,0,0,-,1654.0,785.15,1089.0
TVSHLTD,TVSHLTDEQN,EQ,,0,150.0,1.1,13638.0,0,0,-,16297.0,7904.7,13788.0
BANKINDIA,BANKINDIAEQN,EQ,,0,1.66,1.1,151.29,0,0,-,178.36,92.66,152.95
TEGA,TEGAEQN,EQ,,0,18.6,1.1,1688.9,0,0,-,2125.0,1200.05,1707.5
PGEL,PGELEQN,EQ,,0,5.75,1.1,522.35,0,0,-,1008.0,465.0,528.1
ETHOSLTD,ETHOSLTDEQN,EQ,,0,24.1,1.1,2194.5,0,0,-,3245.9,1923.08,2218.6
RITES,RITESEQN,EQ,,0,2.2,1.1,200.3,0,0,-,316.0,195.94,202.5
SBCL,SBCLEQN,EQ,,0,4.5,1.09,413.6,0,0,-,605.0,342.0,418.1
STYLEBAAZA,STYLEBAAZAEQN,EQ,,0,2.9,1.09,265.9,0,0,-,392.0,220.5,268.8
GOKULAGRO,GOKULAGROEQN,EQ,,0,1.75,1.09,160.75,0,0,-,221.5,96.55,162.5
BOSCHLTD,BOSCHLTDEQN,EQ,,0,345.0,1.09,31600.0,0,0,-,41945.0,25921.6,31945.0
VIJAYA,VIJAYAEQN,EQ,,0,10.3,1.09,946.7,0,0,-,1180.0,813.15,957.0
SSWL,SSWLEQN,EQ,,0,2.03,1.08,187.57,0,0,-,280.0,167.41,189.6
EDELWEISS,EDELWEISSEQN,EQ,,0,1.14,1.08,105.66,0,0,-,130.7,73.5,106.8
ALKYLAMINE,ALKYLAMINEEQN,EQ,,0,14.1,1.08,1305.9,0,0,-,2438.8,1298.2,1320.0
QUICKHEAL,QUICKHEALEQN,EQ,,0,1.63,1.08,151.27,0,0,-,416.7,149.07,152.9
KRBL,KRBLEQN,EQ,,0,3.3,1.08,305.7,0,0,-,495.0,259.15,309.0
GOKEX,GOKEXEQN,EQ,,0,6.4,1.08,593.5,0,0,-,1060.0,531.0,599.9
BANDHANBNK,BANDHANBNKEQN,EQ,,0,1.88,1.08,174.12,0,0,-,192.48,134.25,176.0
IXIGO,IXIGOEQN,EQ,,0,1.8,1.07,167.7,0,0,-,339.15,121.32,169.5
GREENLAM,GREENLAMEQN,EQ,,0,2.44,1.07,227.86,0,0,-,297.7,197.42,230.3
CGCL,CGCLEQN,EQ,,0,1.66,1.07,155.74,0,0,-,231.35,150.51,157.4
ADFFOODS,ADFFOODSEQN,EQ,,0,1.94,1.06,183.66,0,0,-,300.85,168.2,185.6
CUBEXTUB,CUBEXTUBEQN,EQ,,0,0.96,1.05,91.54,0,0,-,143.69,67.11,92.5
